record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight
1989,2497,2,25,1980,24,DM,F,36.0,46.0
1990,2498,2,25,1980,24,NL,F,34.0,170.0
1991,2499,2,25,1980,24,DS,M,50.0,134.0
1992,2500,2,25,1980,24,DS,F,52.0,136.0
1993,2501,2,25,1980,24,DS,M,51.0,87.0
1994,2502,2,25,1980,24,DM,M,36.0,46.0
1995,2503,2,25,1980,3,PF,M,15.0,7.0
1996,2504,2,25,1980,24,OL,F,20.0,33.0
1997,2505,2,25,1980,5,DM,M,37.0,47.0
1998,2506,2,25,1980,3,PF,F,15.0,5.0
1999,2507,2,25,1980,15,OT,M,21.0,26.0
2000,2508,2,25,1980,15,OT,F,20.0,26.0
2001,2509,2,25,1980,13,RM,M,14.0,8.0
2002,2510,2,25,1980,13,DM,M,34.0,42.0
2003,2511,2,25,1980,24,DM,M,37.0,51.0
2004,2512,2,25,1980,3,RM,M,16.0,11.0
2005,2513,2,25,1980,3,RM,M,17.0,11.0
2006,2514,2,25,1980,4,PF,F,15.0,7.0
2007,2515,2,25,1980,1,DS,M,51.0,105.0
2008,2516,2,25,1980,15,PF,M,14.0,7.0
2009,2517,2,25,1980,14,DM,F,36.0,46.0
2010,2518,2,25,1980,2,RM,F,17.0,9.0
2011,2519,2,25,1980,13,DS,M,47.0,71.0
2012,2520,2,25,1980,6,DS,M,53.0,143.0
2013,2521,2,25,1980,14,DM,M,37.0,42.0
2014,2522,2,25,1980,14,NL,F,32.0,147.0
2015,2523,2,25,1980,15,RM,F,16.0,9.0
2016,2524,2,25,1980,4,DS,F,50.0,142.0
2017,2525,2,25,1980,2,DM,F,36.0,45.0
2018,2526,2,25,1980,24,OL,M,21.0,37.0
2019,2527,2,25,1980,6,DM,M,35.0,43.0
2020,2528,2,25,1980,1,OT,F,20.0,24.0
2021,2529,2,25,1980,15,RM,M,15.0,8.0
2022,2530,2,25,1980,2,PE,F,21.0,21.0
2023,2531,2,25,1980,2,OL,F,23.0,41.0
2024,2532,2,25,1980,2,OL,M,21.0,40.0
2025,2533,2,25,1980,3,PF,M,14.0,8.0
2026,2534,2,25,1980,5,DM,F,36.0,42.0
2027,2536,3,9,1980,2,PF,F,27.334412974478006,7.0
2028,2537,3,9,1980,3,RM,M,27.334412974478006,10.0
2029,2538,3,9,1980,9,DO,F,27.334412974478006,49.0
2030,2539,3,9,1980,11,DO,F,27.334412974478006,54.0
2031,2540,3,9,1980,21,PF,M,27.334412974478006,7.0
2032,2541,3,9,1980,24,OT,F,27.334412974478006,24.0
2033,2542,3,9,1980,1,OT,F,27.334412974478006,26.0
2034,2543,3,9,1980,4,DM,M,27.334412974478006,50.0
2035,2544,3,9,1980,6,DM,M,27.334412974478006,41.0
2036,2545,3,9,1980,12,DS,F,27.334412974478006,70.0
2037,2546,3,9,1980,17,DS,M,27.334412974478006,126.0
2038,2547,3,9,1980,20,DM,F,27.334412974478006,44.0
2039,2548,3,9,1980,3,PF,F,27.334412974478006,6.0
2040,2549,3,9,1980,4,DM,F,27.334412974478006,41.0
2041,2550,3,9,1980,17,DM,M,27.334412974478006,49.0
2042,2551,3,9,1980,18,DM,F,27.334412974478006,40.0
2043,2552,3,9,1980,22,DM,F,27.334412974478006,55.0
2044,2553,3,9,1980,13,OL,M,27.334412974478006,38.0
2045,2554,3,9,1980,18,DS,F,27.334412974478006,114.0
2046,2555,3,9,1980,2,DM,M,27.334412974478006,42.0
2047,2556,3,9,1980,6,DM,F,27.334412974478006,39.0
2048,2557,3,9,1980,9,DM,F,27.334412974478006,48.0
2049,2558,3,9,1980,12,NL,M,27.334412974478006,74.0
2050,2559,3,9,1980,13,DM,M,27.334412974478006,40.0
2051,2560,3,9,1980,22,DM,M,27.334412974478006,49.0
2052,2561,3,9,1980,1,DS,M,27.334412974478006,145.0
2053,2562,3,9,1980,2,DO,M,27.334412974478006,55.0
2054,2563,3,9,1980,8,DO,F,27.334412974478006,47.0
2055,2564,3,9,1980,9,PP,M,27.334412974478006,15.0
2056,2565,3,9,1980,20,OL,F,27.334412974478006,36.0
2057,2567,3,9,1980,6,DM,F,27.334412974478006,39.0
2058,2568,3,9,1980,9,OL,F,27.334412974478006,34.0
2059,2569,3,9,1980,12,DM,M,27.334412974478006,50.0
2060,2570,3,9,1980,13,DM,F,27.334412974478006,40.0
2061,2571,3,9,1980,24,DM,M,27.334412974478006,48.0
2062,2572,3,9,1980,1,PE,F,27.334412974478006,24.0
2063,2573,3,9,1980,3,RM,F,27.334412974478006,14.0
2064,2574,3,9,1980,6,DO,F,27.334412974478006,49.0
2065,2575,3,9,1980,11,DM,F,27.334412974478006,29.0
2066,2576,3,9,1980,15,PF,F,27.334412974478006,7.0
2067,2577,3,9,1980,18,DS,M,27.334412974478006,108.0
2068,2578,3,9,1980,20,DM,M,27.334412974478006,49.0
2069,2579,3,9,1980,22,DM,F,27.334412974478006,49.0
2070,2580,3,9,1980,20,OT,M,27.334412974478006,25.0
2071,2581,3,9,1980,21,RM,F,27.334412974478006,11.0
2072,2582,3,9,1980,22,DM,M,27.334412974478006,47.0
2073,2583,3,9,1980,3,PF,M,27.334412974478006,8.0
2074,2584,3,9,1980,12,DM,F,27.334412974478006,43.0
2075,2585,3,9,1980,13,DO,M,27.334412974478006,54.0
2076,2586,3,9,1980,14,DM,F,27.334412974478006,50.0
2077,2587,3,9,1980,24,DM,F,27.334412974478006,53.0
2078,2588,3,9,1980,1,DM,M,27.334412974478006,50.0
2079,2589,3,9,1980,2,DM,F,27.334412974478006,46.0
2080,2590,3,9,1980,9,DS,M,27.334412974478006,146.0
2081,2591,3,9,1980,4,PF,M,27.334412974478006,5.0
2082,2592,3,9,1980,9,DM,M,27.334412974478006,50.0
2083,2593,3,9,1980,13,OT,M,27.334412974478006,28.0
2084,2594,3,9,1980,18,DO,M,27.334412974478006,44.0
2085,2595,3,9,1980,3,PF,M,27.334412974478006,8.0
2086,2596,3,9,1980,6,DM,M,27.334412974478006,43.0
2087,2597,3,9,1980,13,DM,M,27.334412974478006,46.0
2088,2598,3,9,1980,15,OT,F,27.334412974478006,27.0
2089,2599,3,9,1980,20,DM,F,27.334412974478006,51.0
2090,2600,3,9,1980,2,DM,F,27.334412974478006,38.0
2091,2601,3,9,1980,4,DS,F,27.334412974478006,111.0
2092,2602,3,9,1980,6,OT,F,27.334412974478006,27.0
2093,2603,3,9,1980,12,DO,M,27.334412974478006,53.0
2094,2604,3,9,1980,14,DM,F,27.334412974478006,43.0
2095,2605,3,9,1980,22,DM,F,27.334412974478006,52.0
2096,2606,3,9,1980,2,DO,M,27.334412974478006,55.0
2097,2607,3,9,1980,4,DS,M,27.334412974478006,121.0
2098,2608,3,9,1980,13,DM,M,27.334412974478006,43.0
2099,2609,3,9,1980,14,DM,F,27.334412974478006,52.0
2100,2610,3,9,1980,22,OL,M,27.334412974478006,36.0
2101,2611,3,9,1980,12,DS,M,27.334412974478006,136.0
2102,2612,3,9,1980,13,DO,F,27.334412974478006,51.0
2103,2613,3,9,1980,14,DM,M,27.334412974478006,58.0
2104,2614,3,9,1980,24,DS,M,27.334412974478006,86.0
2105,2616,3,9,1980,6,DM,M,27.334412974478006,38.0
2106,2617,3,9,1980,11,PF,F,27.334412974478006,7.0
2107,2618,3,9,1980,13,OT,F,27.334412974478006,21.0
2108,2619,3,9,1980,20,DM,M,27.334412974478006,52.0
2109,2620,3,9,1980,24,DS,F,27.334412974478006,126.0
2110,2621,3,9,1980,6,DO,M,27.334412974478006,42.0
2111,2622,3,9,1980,2,DM,M,27.334412974478006,43.0
2112,2623,3,9,1980,12,RM,M,27.334412974478006,10.0
2113,2624,3,9,1980,6,DS,F,27.334412974478006,67.0
2114,2625,3,9,1980,20,RM,F,27.334412974478006,16.0
2115,2626,3,9,1980,1,DM,M,27.334412974478006,42.0
2116,2627,3,9,1980,2,OL,M,27.334412974478006,39.0
2117,2628,3,9,1980,4,DS,M,27.334412974478006,124.0
2118,2629,3,9,1980,9,DM,M,27.334412974478006,49.0
2119,2630,3,9,1980,11,DO,F,27.334412974478006,50.0
2120,2631,3,9,1980,2,DM,M,27.334412974478006,44.0
2121,2632,3,9,1980,8,DO,F,27.334412974478006,57.0
2122,2633,3,9,1980,13,DM,M,27.334412974478006,44.0
2123,2634,3,9,1980,20,DM,M,27.334412974478006,49.0
2124,2635,3,9,1980,2,DM,F,27.334412974478006,52.0
2125,2636,3,9,1980,3,PF,M,27.334412974478006,7.0
2126,2637,3,9,1980,12,OL,F,27.334412974478006,38.0
2127,2638,3,9,1980,20,DM,F,27.334412974478006,43.0
2128,2639,3,9,1980,21,RM,M,27.334412974478006,8.0
2129,2640,3,9,1980,1,DO,M,27.334412974478006,44.0
2130,2641,3,9,1980,11,DS,M,27.334412974478006,147.0
2131,2642,3,9,1980,15,DM,M,27.334412974478006,37.0
2132,2643,3,9,1980,2,DM,M,27.334412974478006,43.0
2133,2644,3,9,1980,17,DS,M,27.334412974478006,132.0
2134,2645,3,9,1980,19,RM,M,27.334412974478006,9.0
2135,2646,3,9,1980,2,RM,M,27.334412974478006,10.0
2136,2647,3,9,1980,5,DM,M,27.334412974478006,48.0
2137,2648,3,9,1980,11,DM,M,27.334412974478006,42.0
2138,2649,3,9,1980,2,OL,F,27.334412974478006,38.0
2139,2650,3,9,1980,6,OL,M,27.334412974478006,40.0
2140,2651,3,9,1980,13,DM,F,27.334412974478006,42.0
2141,2652,3,9,1980,19,RM,M,27.334412974478006,10.0
2142,2653,3,9,1980,2,DM,M,27.334412974478006,51.0
2143,2654,3,9,1980,4,DS,F,27.334412974478006,135.0
2144,2655,3,9,1980,5,DM,F,27.334412974478006,46.0
2145,2656,3,9,1980,9,DS,F,27.334412974478006,114.0
2146,2657,3,9,1980,13,DS,M,27.334412974478006,118.0
2147,2658,3,9,1980,20,DM,M,27.334412974478006,42.0
2148,2659,3,9,1980,21,PF,M,27.334412974478006,9.0
2149,2660,3,9,1980,22,DS,M,27.334412974478006,147.0
2150,2661,3,9,1980,1,DM,F,27.334412974478006,46.0
2151,2662,3,9,1980,2,DM,M,27.334412974478006,47.0
2152,2663,3,9,1980,4,DS,M,27.334412974478006,147.0
2153,2664,3,9,1980,9,OL,F,27.334412974478006,37.0
2154,2665,3,9,1980,12,DM,M,27.334412974478006,52.0
2155,2666,3,9,1980,20,DM,M,27.334412974478006,46.0
2156,2667,3,9,1980,2,DM,F,27.334412974478006,46.0
2157,2668,3,9,1980,24,DM,M,27.334412974478006,47.0
2158,2669,3,9,1980,24,DM,M,27.334412974478006,53.0
2159,2670,3,9,1980,1,OT,F,27.334412974478006,22.0
2160,2671,3,9,1980,8,DM,M,27.334412974478006,45.0
2161,2672,3,9,1980,9,DM,M,27.334412974478006,48.0
2162,2673,3,9,1980,19,RM,F,27.334412974478006,12.0
2163,2675,3,9,1980,19,OT,M,27.334412974478006,24.0
2164,2676,3,9,1980,20,DM,F,27.334412974478006,43.0
2165,2677,3,9,1980,4,DM,M,27.334412974478006,52.0
2166,2678,3,9,1980,6,DM,M,27.334412974478006,51.0
2167,2679,3,9,1980,14,DM,M,27.334412974478006,42.0
2168,2680,3,9,1980,19,OT,F,27.334412974478006,24.0
2169,2681,3,9,1980,20,DM,M,27.334412974478006,42.0
2170,2682,3,9,1980,22,DS,M,27.334412974478006,131.0
2171,2683,3,9,1980,6,DO,M,27.334412974478006,56.0
2172,2684,3,9,1980,8,DS,M,27.334412974478006,85.0
2173,2685,3,9,1980,11,RM,F,27.334412974478006,14.0
2174,2686,3,9,1980,12,DM,F,27.334412974478006,41.0
2175,2687,3,9,1980,13,DS,M,27.334412974478006,89.0
2176,2688,3,9,1980,17,OL,M,27.334412974478006,35.0
2177,2689,3,9,1980,1,DS,M,27.334412974478006,160.0
2178,2690,3,9,1980,8,DS,M,27.334412974478006,131.0
2179,2691,3,9,1980,20,DS,M,27.334412974478006,134.0
2180,2692,3,9,1980,2,DM,M,27.334412974478006,45.0
2181,2693,3,9,1980,13,DM,M,27.334412974478006,50.0
2182,2694,3,9,1980,20,NL,M,27.334412974478006,177.0
2183,2695,3,9,1980,2,DM,M,27.334412974478006,45.0
2184,2698,3,9,1980,13,DS,M,27.334412974478006,104.0
2185,2699,3,9,1980,20,OT,M,27.334412974478006,24.0
2186,2700,3,9,1980,1,DS,M,27.334412974478006,110.0
2187,2701,3,9,1980,2,DM,F,27.334412974478006,49.0
2188,2702,3,9,1980,12,DM,M,27.334412974478006,56.0
2189,2703,3,9,1980,13,DM,M,27.334412974478006,50.0
2190,2704,3,9,1980,14,DM,M,27.334412974478006,43.0
2191,2705,3,9,1980,1,DM,F,27.334412974478006,46.0
2192,2707,3,9,1980,12,DM,F,27.334412974478006,27.0
2193,2708,3,9,1980,13,DM,M,27.334412974478006,47.0
2194,2709,3,9,1980,13,DO,F,27.334412974478006,55.0
2195,2710,3,9,1980,15,OT,F,27.334412974478006,26.0
2196,2711,3,9,1980,19,PE,F,27.334412974478006,23.0
2197,2712,3,9,1980,8,DS,M,27.334412974478006,82.0
2198,2714,3,9,1980,22,DS,F,27.334412974478006,114.0
2199,2715,3,9,1980,2,DM,F,27.334412974478006,50.0
2200,2716,3,9,1980,6,OT,M,27.334412974478006,24.0
2201,2717,3,9,1980,11,OL,M,27.334412974478006,33.0
2202,2718,3,9,1980,20,DM,M,27.334412974478006,43.0
2203,2719,3,9,1980,1,DM,F,27.334412974478006,44.0
2204,2720,3,9,1980,5,PF,M,27.334412974478006,6.0
2205,2721,3,9,1980,6,DO,F,27.334412974478006,51.0
2206,2722,3,9,1980,9,OL,M,27.334412974478006,36.0
2207,2723,3,9,1980,11,DM,F,27.334412974478006,43.0
2208,2724,3,9,1980,13,DO,F,27.334412974478006,39.0
2209,2725,3,9,1980,20,DM,F,27.334412974478006,42.0
2210,2726,3,9,1980,22,DS,M,27.334412974478006,141.0
2211,2727,3,9,1980,24,DM,F,27.334412974478006,43.0
2212,2729,3,9,1980,4,PF,F,27.334412974478006,7.0
2213,2730,3,9,1980,6,PF,M,27.334412974478006,7.0
2214,2731,3,9,1980,13,DM,F,27.334412974478006,40.0
2215,2732,3,9,1980,20,NL,M,27.334412974478006,212.0
2216,2733,3,9,1980,24,DM,F,27.334412974478006,44.0
2217,2734,3,9,1980,19,PE,M,27.334412974478006,21.0
2218,2735,3,9,1980,20,DS,M,27.334412974478006,104.0
2219,2736,3,9,1980,1,DM,F,27.334412974478006,42.0
2220,2737,3,9,1980,12,DM,F,27.334412974478006,29.0
2221,2738,3,9,1980,18,OT,M,27.334412974478006,25.0
2222,2739,3,9,1980,1,DM,F,27.334412974478006,45.0
2223,2740,3,9,1980,2,DM,F,27.334412974478006,45.0
2224,2741,3,9,1980,5,DM,F,27.334412974478006,44.0
2225,2742,3,9,1980,6,NL,F,27.334412974478006,243.0
2226,2743,3,9,1980,9,DM,F,27.334412974478006,44.0
2227,2744,3,9,1980,18,DO,M,27.334412974478006,45.0
2228,2745,3,9,1980,24,DM,F,27.334412974478006,39.0
2229,2746,3,21,1980,12,DS,M,27.334412974478006,134.0
2230,2747,3,21,1980,10,OL,F,27.334412974478006,42.0
2231,2748,3,21,1980,17,OL,M,27.334412974478006,35.0
2232,2749,3,21,1980,17,DM,M,27.334412974478006,48.0
2233,2750,3,21,1980,9,DM,M,27.334412974478006,47.0
2234,2751,3,21,1980,12,NL,M,27.334412974478006,97.0
2235,2752,3,21,1980,17,OL,F,27.334412974478006,40.0
2236,2753,3,21,1980,1,PF,F,14.0,7.0
2237,2754,3,21,1980,21,RM,F,27.334412974478006,5.0
2238,2755,3,21,1980,19,RM,F,27.334412974478006,13.0
2239,2756,3,21,1980,12,DM,F,27.334412974478006,51.0
2240,2757,3,21,1980,8,DM,M,27.334412974478006,44.0
2241,2759,3,21,1980,19,RM,F,27.334412974478006,12.0
2242,2761,3,21,1980,11,DM,F,34.0,45.0
2243,2762,3,21,1980,17,DS,M,27.334412974478006,160.0
2244,2763,3,21,1980,9,DS,F,45.0,61.0
2245,2764,3,21,1980,12,RM,M,27.334412974478006,9.0
2246,2765,3,21,1980,9,DS,M,47.0,91.0
2247,2766,3,21,1980,20,DS,F,27.334412974478006,165.0
2248,2767,3,21,1980,21,RM,F,27.334412974478006,5.0
2249,2768,3,21,1980,9,DS,F,46.0,92.0
2250,2769,3,21,1980,8,DS,M,27.334412974478006,134.0
2251,2770,3,21,1980,12,DM,F,27.334412974478006,45.0
2252,2771,3,21,1980,17,DO,M,27.334412974478006,51.0
2253,2772,3,21,1980,23,PE,M,27.334412974478006,21.0
2254,2773,3,21,1980,9,DS,F,27.334412974478006,113.0
2255,2774,3,21,1980,19,RM,M,27.334412974478006,9.0
2256,2775,3,21,1980,20,DS,M,47.0,113.0
2257,2776,3,21,1980,19,PE,F,27.334412974478006,21.0
2258,2778,3,21,1980,12,DM,M,27.334412974478006,53.0
2259,2779,3,21,1980,9,OL,M,27.334412974478006,36.0
2260,2780,3,21,1980,20,DS,F,27.334412974478006,65.0
2261,2781,3,21,1980,1,DS,M,27.334412974478006,117.0
2262,2782,3,21,1980,22,DS,M,27.334412974478006,144.0
2263,2783,3,21,1980,12,DM,M,27.334412974478006,50.0
2264,2785,3,22,1980,4,DM,M,27.334412974478006,51.0
2265,2786,3,22,1980,14,DM,F,27.334412974478006,54.0
2266,2787,3,22,1980,15,OT,F,27.334412974478006,33.0
2267,2788,3,22,1980,4,DM,F,27.334412974478006,44.0
2268,2790,3,22,1980,2,DM,F,27.334412974478006,59.0
2269,2791,3,22,1980,18,DM,M,27.334412974478006,47.0
2270,2792,3,22,1980,24,DM,M,27.334412974478006,49.0
2271,2793,3,22,1980,3,RM,M,27.334412974478006,10.0
2272,2794,3,22,1980,16,OT,F,27.334412974478006,31.0
2273,2795,3,22,1980,14,DS,F,47.0,97.0
2274,2796,3,22,1980,18,DS,F,27.334412974478006,184.0
2275,2797,3,22,1980,3,RM,M,27.334412974478006,10.0
2276,2798,3,22,1980,4,DM,M,27.334412974478006,49.0
2277,2799,3,22,1980,24,DS,M,27.334412974478006,80.0
2278,2800,3,22,1980,3,PF,M,27.334412974478006,8.0
2279,2801,3,22,1980,4,DS,M,27.334412974478006,131.0
2280,2802,3,22,1980,13,DM,M,27.334412974478006,42.0
2281,2803,3,22,1980,4,PF,M,27.334412974478006,5.0
2282,2804,3,22,1980,24,DS,F,27.334412974478006,127.0
2283,2805,3,22,1980,4,DS,F,27.334412974478006,133.0
2284,2806,3,22,1980,6,DS,M,27.334412974478006,138.0
2285,2807,3,22,1980,15,PF,F,27.334412974478006,11.0
2286,2808,3,22,1980,5,DM,M,27.334412974478006,49.0
2287,2809,3,22,1980,18,OT,F,27.334412974478006,28.0
2288,2810,3,22,1980,3,PF,M,27.334412974478006,8.0
2289,2811,3,22,1980,4,DS,M,48.0,81.0
2290,2812,3,22,1980,13,DS,M,47.0,90.0
2291,2813,3,22,1980,15,DM,M,27.334412974478006,45.0
2292,2814,3,22,1980,2,DM,F,27.334412974478006,44.0
2293,2815,3,22,1980,4,DS,M,27.334412974478006,82.0
2294,2816,3,22,1980,4,DS,F,27.334412974478006,78.0
2295,2817,3,22,1980,15,OT,M,27.334412974478006,30.0
2296,2818,3,22,1980,2,OL,M,27.334412974478006,37.0
2297,2819,3,22,1980,24,DM,M,27.334412974478006,50.0
2298,2820,3,22,1980,13,OL,M,27.334412974478006,37.0
2299,2821,3,22,1980,13,PF,F,27.334412974478006,7.0
2300,2822,3,22,1980,14,DM,M,27.334412974478006,44.0
2301,2823,3,22,1980,18,OT,M,27.334412974478006,25.0
2302,2825,3,22,1980,15,RM,M,27.334412974478006,7.0
2303,2826,3,22,1980,13,DM,M,27.334412974478006,45.0
2304,2827,3,22,1980,5,DM,F,27.334412974478006,51.0
2305,2828,4,17,1980,17,DM,M,27.334412974478006,23.0
2306,2829,4,17,1980,8,DS,M,27.334412974478006,135.0
2307,2830,4,17,1980,20,OL,F,27.334412974478006,36.0
2308,2831,4,17,1980,17,OT,M,27.334412974478006,15.0
2309,2832,4,17,1980,20,DS,F,27.334412974478006,155.0
2310,2833,4,17,1980,1,DM,M,33.0,19.0
2311,2834,4,17,1980,19,RM,M,27.334412974478006,10.0
2312,2835,4,17,1980,1,PF,F,27.334412974478006,7.0
2313,2836,4,17,1980,10,OT,F,17.0,10.0
2314,2837,4,17,1980,12,DS,M,27.334412974478006,132.0
2315,2838,4,17,1980,1,DS,M,52.0,145.0
2316,2839,4,17,1980,12,DM,F,27.334412974478006,43.0
2317,2840,4,17,1980,9,DS,F,27.334412974478006,114.0
2318,2841,4,17,1980,22,DS,M,27.334412974478006,95.0
2319,2842,4,17,1980,11,DS,F,27.334412974478006,130.0
2320,2843,4,17,1980,12,DM,M,27.334412974478006,49.0
2321,2844,4,17,1980,19,RM,M,27.334412974478006,9.0
2322,2845,4,17,1980,8,DO,F,27.334412974478006,30.0
2323,2846,4,17,1980,9,DS,M,27.334412974478006,143.0
2324,2847,4,17,1980,12,DM,F,27.334412974478006,43.0
2325,2848,4,17,1980,10,RM,F,27.334412974478006,12.0
2326,2849,4,17,1980,12,DM,M,27.334412974478006,55.0
2327,2850,4,17,1980,22,DS,M,27.334412974478006,140.0
2328,2851,4,17,1980,17,DO,M,27.334412974478006,49.0
2329,2852,4,17,1980,17,OL,F,27.334412974478006,33.0
2330,2853,4,17,1980,1,PP,F,27.334412974478006,12.0
2331,2854,4,17,1980,1,DS,M,52.0,122.0
2332,2855,4,17,1980,10,OT,M,19.0,10.0
2333,2856,4,17,1980,9,DS,F,49.0,108.0
2334,2857,4,17,1980,11,DS,F,27.334412974478006,92.0
2335,2858,4,17,1980,8,PF,M,15.0,8.0
2336,2859,4,17,1980,9,DM,M,27.334412974478006,48.0
2337,2860,4,17,1980,20,DS,M,27.334412974478006,125.0
2338,2861,4,17,1980,10,OL,F,27.334412974478006,32.0
2339,2862,4,17,1980,9,DS,M,27.334412974478006,104.0
2340,2863,4,17,1980,1,DM,M,27.334412974478006,51.0
2341,2864,4,17,1980,12,DM,F,27.334412974478006,43.0
2342,2868,4,18,1980,4,DM,M,27.334412974478006,49.0
2343,2869,4,18,1980,6,DS,M,27.334412974478006,141.0
2344,2870,4,18,1980,15,PF,F,27.334412974478006,8.0
2345,2871,4,18,1980,4,PF,M,27.334412974478006,7.0
2346,2872,4,18,1980,3,RM,M,27.334412974478006,10.0
2347,2873,4,18,1980,16,DM,M,27.334412974478006,48.0
2348,2874,4,18,1980,4,DS,M,27.334412974478006,131.0
2349,2875,4,18,1980,6,PF,M,27.334412974478006,8.0
2350,2876,4,18,1980,18,DS,M,27.334412974478006,74.0
2351,2878,4,18,1980,24,PE,M,27.334412974478006,21.0
2352,2879,4,18,1980,4,OL,F,27.334412974478006,35.0
2353,2880,4,18,1980,5,PF,M,27.334412974478006,8.0
2354,2881,4,18,1980,3,PF,M,27.334412974478006,8.0
2355,2882,4,18,1980,24,DM,M,27.334412974478006,50.0
2356,2883,4,18,1980,2,PF,M,27.334412974478006,8.0
2357,2884,4,18,1980,15,OT,F,27.334412974478006,36.0
2358,2885,4,18,1980,13,DM,M,27.334412974478006,44.0
2359,2886,4,18,1980,14,DM,F,27.334412974478006,51.0
2360,2887,4,18,1980,16,OT,F,27.334412974478006,22.0
2361,2888,4,18,1980,18,DS,F,27.334412974478006,146.0
2362,2889,4,18,1980,24,DM,F,27.334412974478006,43.0
2363,2890,4,18,1980,3,RM,F,27.334412974478006,12.0
2364,2891,4,18,1980,24,DS,F,27.334412974478006,160.0
2365,2892,4,18,1980,4,OL,M,27.334412974478006,42.0
2366,2893,4,18,1980,18,DS,M,27.334412974478006,135.0
2367,2894,4,18,1980,24,RM,F,27.334412974478006,9.0
2368,2895,4,18,1980,5,DM,F,27.334412974478006,20.0
2369,2896,4,18,1980,13,DS,M,27.334412974478006,88.0
2370,2897,4,18,1980,4,DS,M,27.334412974478006,102.0
2371,2898,4,18,1980,14,DS,F,27.334412974478006,115.0
2372,2899,4,18,1980,15,PF,M,27.334412974478006,7.0
2373,2900,4,18,1980,2,PF,M,27.334412974478006,6.0
2374,2901,4,18,1980,2,DM,F,27.334412974478006,53.0
2375,2902,4,18,1980,2,DM,M,27.334412974478006,48.0
2376,2903,4,18,1980,13,OL,F,27.334412974478006,38.0
2377,2904,4,18,1980,18,NL,F,27.334412974478006,110.0
2378,2905,4,18,1980,15,PF,M,27.334412974478006,8.0
2379,2906,4,18,1980,2,DM,M,27.334412974478006,43.0
2380,2907,4,18,1980,14,DM,M,27.334412974478006,45.0
2381,2908,4,18,1980,4,DS,M,27.334412974478006,92.0
2382,2909,4,18,1980,4,DS,F,27.334412974478006,160.0
2383,2910,4,18,1980,13,DS,M,27.334412974478006,104.0
2384,2911,4,18,1980,13,DM,M,27.334412974478006,46.0
2385,2912,4,18,1980,5,DM,F,27.334412974478006,43.0
2386,2913,5,17,1980,1,DM,F,34.0,44.0
2387,2914,5,17,1980,10,OL,M,19.0,36.0
2388,2915,5,17,1980,17,DM,M,34.0,34.0
2389,2917,5,17,1980,24,DS,F,50.0,130.0
2390,2918,5,17,1980,12,DM,F,37.0,43.0
2391,2919,5,17,1980,11,DS,F,47.0,105.0
2392,2920,5,17,1980,9,OL,M,21.0,38.0
2393,2921,5,17,1980,24,PE,F,20.0,33.0
2394,2922,5,17,1980,24,DM,M,36.0,49.0
2395,2923,5,17,1980,17,DO,M,34.0,51.0
2396,2924,5,17,1980,17,DS,F,27.334412974478006,108.0
2397,2925,5,17,1980,11,DS,M,43.0,45.0
2398,2926,5,17,1980,20,DS,F,51.0,154.0
2399,2927,5,17,1980,24,NL,M,27.334412974478006,109.0
2400,2928,5,17,1980,11,PF,F,15.0,8.0
2401,2929,5,17,1980,12,DS,M,49.0,133.0
2402,2930,5,17,1980,24,DM,F,35.0,41.0
2403,2931,5,17,1980,1,DS,M,52.0,148.0
2404,2932,5,17,1980,1,NL,M,30.0,119.0
2405,2933,5,17,1980,9,DS,F,49.0,127.0
2406,2934,5,17,1980,9,DS,M,52.0,144.0
2407,2935,5,17,1980,22,DS,M,50.0,140.0
2408,2936,5,17,1980,12,DM,F,36.0,40.0
2409,2937,5,17,1980,22,DS,F,48.0,78.0
2410,2938,5,17,1980,22,DS,M,46.0,104.0
2411,2939,5,17,1980,9,DS,F,47.0,72.0
2412,2940,5,17,1980,17,DS,M,50.0,142.0
2413,2941,5,17,1980,12,DM,M,36.0,53.0
2414,2942,5,17,1980,1,PP,M,20.0,17.0
2415,2943,5,17,1980,9,DS,M,49.0,113.0
2416,2944,5,17,1980,9,DS,F,46.0,73.0
2417,2945,5,17,1980,17,OT,F,22.0,28.0
2418,2946,5,17,1980,20,DS,M,48.0,120.0
2419,2947,5,17,1980,1,DS,M,48.0,102.0
2420,2948,5,17,1980,12,DM,M,36.0,29.0
2421,2949,5,17,1980,9,DS,F,49.0,138.0
2422,2950,5,17,1980,17,DO,F,34.0,53.0
2423,2951,5,17,1980,24,DM,F,34.0,27.0
2424,2952,5,17,1980,20,NL,M,32.0,207.0
2425,2953,5,17,1980,1,PP,F,20.0,19.0
2426,2954,5,17,1980,20,DS,M,50.0,78.0
2427,2955,5,17,1980,24,DM,M,35.0,30.0
2428,2956,5,17,1980,12,DM,M,35.0,31.0
2429,2961,5,18,1980,13,DS,M,47.0,97.0
2430,2962,5,18,1980,18,DS,M,45.0,84.0
2431,2963,5,18,1980,5,DM,M,37.0,45.0
2432,2964,5,18,1980,18,DS,F,49.0,68.0
2433,2965,5,18,1980,4,DM,M,36.0,49.0
2434,2966,5,18,1980,15,PF,M,14.0,7.0
2435,2967,5,18,1980,15,PF,M,14.0,7.0
2436,2968,5,18,1980,8,OL,F,20.0,24.0
2437,2969,5,18,1980,18,DS,F,52.0,154.0
